run_id,timestamp,config_seed,config_model_type,config_semantic_mode,config_total_tasks,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,metric_unique_actions,metric_action_0_rate,metric_action_1_rate,metric_action_2_rate,metric_action_3_rate,metric_action_4_rate,metric_action_5_rate,metric_dominant_action,config_batch_id,config_eval_group
fb4dd25d,2026-04-02T15:18:44.968006,42,full_model,action_prior,1250,0.8488,1658.8,2.0113,0.0121,74.82,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
0c3fc32b,2026-04-02T15:18:45.813262,43,full_model,action_prior,1250,0.8576,1693.91,1.9905,0.0118,75.81,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
b7677641,2026-04-02T15:18:46.599517,44,full_model,action_prior,1250,0.8592,1670.46,1.9956,0.0146,75.94,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
f3865742,2026-04-02T15:18:46.909449,42,w_o_semantics,action_prior,1250,0.8488,1636.27,2.0113,0.0121,74.82,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
513cf4b9,2026-04-02T15:18:47.186536,43,w_o_semantics,action_prior,1250,0.8576,1657.57,1.9905,0.0118,75.81,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
96e5f124,2026-04-02T15:18:47.461971,44,w_o_semantics,action_prior,1250,0.8592,1666.1,1.9956,0.0146,75.94,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
4c631709,2026-04-02T15:18:48.268419,42,w_o_reward_shaping,action_prior,1250,0.8488,-57.84,2.0113,0.0121,74.82,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
6b06dcbf,2026-04-02T15:18:49.065904,43,w_o_reward_shaping,action_prior,1250,0.8576,-57.61,1.9905,0.0118,75.81,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
02fd556e,2026-04-02T15:18:49.868804,44,w_o_reward_shaping,action_prior,1250,0.8592,-57.48,1.9956,0.0146,75.94,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
6b7d14c8,2026-04-02T15:18:50.662920,42,w_o_semantic_prior,action_prior,1250,0.8488,1658.8,2.0113,0.0121,74.82,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
3030d3e0,2026-04-02T15:18:51.490521,43,w_o_semantic_prior,action_prior,1250,0.8576,1693.91,1.9905,0.0118,75.81,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
994fd35b,2026-04-02T15:18:52.305831,44,w_o_semantic_prior,action_prior,1250,0.8592,1670.46,1.9956,0.0146,75.94,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
e403ba15,2026-04-02T15:18:53.148665,42,w_o_confidence,action_prior,1250,0.8488,1598.59,2.0113,0.0121,74.82,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
f0a9178d,2026-04-02T15:18:54.003736,43,w_o_confidence,action_prior,1250,0.8576,1634.22,1.9905,0.0118,75.81,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
e0822bfc,2026-04-02T15:18:54.806614,44,w_o_confidence,action_prior,1250,0.8592,1599.4,1.9956,0.0146,75.94,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
f9abee59,2026-04-02T15:18:55.632599,42,w_o_partial_offloading,action_prior,1250,0.8488,1658.8,2.0113,0.0121,74.82,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
a2cfb44e,2026-04-02T15:18:56.515360,43,w_o_partial_offloading,action_prior,1250,0.8576,1693.91,1.9905,0.0118,75.81,synthetic_ablation_a2c_eval_20260402_151843,synthetic_ablation_evaluation,,,,,,,,
