timestamp,training_step,phase_step,run_name,init_mode,seed,metric_success_rate,metric_avg_reward,metric_p95_latency,metric_avg_energy,metric_qoe,batch_id,eval_group,phase_name
2026-04-09T18:47:24.458310,5000,5000,PPO_from_scratch,scratch,42,0.652,1277.71,3.5694,0.1361,47.35,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:47:51.037865,10000,10000,PPO_from_scratch,scratch,42,0.584,958.3,3.6489,0.1424,40.16,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:48:50.476190,15000,15000,PPO_from_scratch,scratch,42,0.664,1285.88,3.6249,0.1406,48.28,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:49:46.354683,20000,20000,PPO_from_scratch,scratch,42,0.664,1201.43,3.6003,0.1406,48.4,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:50:18.116884,25000,25000,PPO_from_scratch,scratch,42,0.62,857.18,3.7566,0.1485,43.22,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:50:41.413952,30000,30000,PPO_from_scratch,scratch,42,0.652,1390.9,3.6016,0.1385,47.19,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:51:05.737938,5000,5000,PPO_pretrained_finetuned,pretrained,42,0.664,893.72,3.2303,0.0689,50.25,synthetic_staged_training_20260409_184706,synthetic_staged_training,retention
2026-04-09T18:51:26.491507,10000,10000,PPO_pretrained_finetuned,pretrained,42,0.628,694.61,3.4995,0.0682,45.3,synthetic_staged_training_20260409_184706,synthetic_staged_training,retention
2026-04-09T18:51:53.576216,15000,5000,PPO_pretrained_finetuned,pretrained,42,0.684,967.87,3.1724,0.063,52.54,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T18:52:58.656932,20000,10000,PPO_pretrained_finetuned,pretrained,42,0.652,793.0,3.3463,0.0644,48.47,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T18:53:45.518032,25000,15000,PPO_pretrained_finetuned,pretrained,42,0.708,1174.64,3.1812,0.0728,54.89,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T18:54:17.117371,30000,20000,PPO_pretrained_finetuned,pretrained,42,0.74,1156.37,3.1748,0.068,58.13,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
2026-04-09T18:54:45.178272,5000,5000,PPO_from_scratch,scratch,43,0.628,973.81,3.7373,0.1488,44.11,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:55:07.252577,10000,10000,PPO_from_scratch,scratch,43,0.648,1305.32,3.6651,0.1338,46.47,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:55:29.097373,15000,15000,PPO_from_scratch,scratch,43,0.648,1312.42,3.6133,0.1384,46.73,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:55:54.271747,20000,20000,PPO_from_scratch,scratch,43,0.664,1415.07,3.5762,0.1392,48.52,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:56:45.105168,25000,25000,PPO_from_scratch,scratch,43,0.632,1140.71,3.7141,0.141,44.63,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:57:39.973656,30000,30000,PPO_from_scratch,scratch,43,0.74,1768.94,3.6183,0.1326,55.91,synthetic_staged_training_20260409_184706,synthetic_staged_training,scratch
2026-04-09T18:58:11.768768,5000,5000,PPO_pretrained_finetuned,pretrained,43,0.664,703.26,3.6417,0.0691,48.19,synthetic_staged_training_20260409_184706,synthetic_staged_training,retention
2026-04-09T18:58:36.679819,10000,10000,PPO_pretrained_finetuned,pretrained,43,0.704,1108.81,3.317,0.0644,53.82,synthetic_staged_training_20260409_184706,synthetic_staged_training,retention
2026-04-09T18:59:03.996052,15000,5000,PPO_pretrained_finetuned,pretrained,43,0.68,790.33,3.5003,0.0661,50.5,synthetic_staged_training_20260409_184706,synthetic_staged_training,refinement
